Player_Id,Player_Name,DOB,Batting_Hand,Country
512,GA Pratapkumar,NULL,NULL,India
513,RB Tiffin,NULL,NULL,Zimbabwea
514,I Shivram,NULL,NULL,India
515,SD Ranade,NULL,NULL,India
516,TH Wijewardene,NULL,NULL,Sri Lanka
517,AL Hill,NULL,NULL,New Zealand
518,RJ Tucker,NULL,NULL,Australia
519,Subroto Das,NULL,NULL,India
520,K Srinivasan,NULL,NULL,India
521,VK Sharma,NULL,NULL,India
523,AV Wankhade,14-Mar-92,Right_Hand,India
524,B Aparajith,08-Jul-94,Right_Hand,India
